STOP_ID, ROUTES_USING_STOP, LONGITUDE, TICKETZONE, LATITUDE, STOP_NAME, OBJECTID
"18771","503",144.916576,"1",-37.755883,"Essendon Station/Russell St (Essendon)",5973
"51775","903",144.915808,"1",-37.755743,"Essendon Station/Rose St (Essendon)",17608
"6236","903,465",144.904821,"1",-37.755729,"Combermere St/Buckley St (Aberfeldie)",15380
"6283","903,465",144.904654,"1",-37.7556,"McCarron Pde/Buckley St (Essendon)",15421
"6235","903,465",144.90292,"1",-37.755506,"St Kinnord St/Buckley St (Aberfeldie)",15379
"18774","468",144.915804,"1",-37.755464,"Essendon Station/Rose St (Essendon)",5976
"6102","903,465",144.901996,"1",-37.755291,"Essendon Keilor College/Buckley St (Essendon)",13763
"6101","903,465",144.898998,"1",-37.754931,"Hedderwick St/Buckley St (Essendon)",13444
"6804","483,503,469",144.918149,"1",-37.753604,"Raleigh St/Napier St (Essendon)",13031
"6697","503,469",144.9179,"1",-37.753573,"Raleigh St/Napier St (Essendon)",10702
"27864","476",144.914435,"2",-37.753286,"Shamrock St/Richardson St (Essendon)",8303
"45127","483",144.919465,"1",-37.753231,"Penleigh & Essendon Grammar Junior School/Raleigh St (Essendon)",16972
"7023","476",144.914222,"1",-37.753201,"Shamrock St/Richardson St (Essendon)",15017
"7025","476",144.909646,"1",-37.751669,"Lincoln Rd/Florence St (Essendon)",15019
"7024","476",144.911895,"1",-37.751592,"Florence St/Thistle St (Essendon)",15018
"6902","476",144.90921,"1",-37.751409,"Lincoln Rd/Florence St (Essendon)",13119
"10746","503",144.922279,"1",-37.751217,"Shaftesbury St/Brewster St (Essendon)",329
"6901","476",144.912338,"1",-37.751194,"Florence St/Thistle St (Essendon)",13118
"10547","503",144.923199,"1",-37.751188,"Kalimna St/Brewster St (Essendon)",168
"10548","503",144.92131,"1",-37.750974,"Peterleigh Gr/Brewster St (Essendon)",169
"7027","476",144.906716,"1",-37.750905,"Balmoral St/Woolley St (Essendon)",15020
"27854","462",144.737424,"2",-37.766285,"Caroline Springs Station/Christies Rd (Ravenhall)",8292
"51389","460",144.737175,"2",-37.766262,"Caroline Springs Station/Christies Rd (Ravenhall)",15671
"51387","462,460",144.739668,"2",-37.754838,"Lakeside Reserve/Caroline Springs Bvd (Caroline Springs)",15669
"51388","462,460",144.739963,"2",-37.754466,"Lakeside Reserve/Caroline Springs Bvd (Caroline Springs)",15670
"21341","215",144.744764,"2",-37.754089,"William Cct/Chisholm Dr (Burnside)",6921
"21342","215",144.745458,"2",-37.754039,"Emerald Ct/Chisholm Dr (Burnside)",6922
"1418","426,456,215",144.75305,"2",-37.753689,"Billungah Pl/Westwood Dr (Burnside)",3439
"21344","215",144.749342,"2",-37.7536,"Flintoff Ave/Kelly Ave (Burnside)",6924
"21343","215",144.749435,"2",-37.75353,"Flintoff Ave/Kelly Ave (Burnside)",6923
"3249","426,456,215",144.752716,"2",-37.753484,"Billungah Pl/Westwood Dr (Burnside)",12725
"21340","215",144.740847,"2",-37.752653,"Caroline Springs Bvd/Chisholm Dr (Burnside)",6920
"21339","215",144.740918,"2",-37.752565,"Caroline Springs Bvd/Chisholm Dr (Burnside)",6918
"2144","462,460",144.740215,"2",-37.751785,"Chisholm Dr/Caroline Springs Bvd (Caroline Springs)",7171
"6662","462,460",144.739956,"2",-37.751726,"Chisholm Dr/Caroline Springs Bvd (Caroline Springs)",10674
"20278","456,426",144.751038,"2",-37.75156,"Carinya Bvd/Westwood Dr (Burnside)",6448
"3248","456,426",144.750847,"2",-37.751484,"Roycroft Ave/Westwood Dr (Burnside)",12724
"3247","456,426",144.749257,"2",-37.74966,"Tarcoola Dr/Westwood Dr (Burnside)",12723
"6663","460,462,215",144.739452,"2",-37.749617,"Daylesford Tce/Caroline Springs Bvd (Caroline Springs)",10675
"2532","460,462,215",144.739605,"2",-37.749439,"Daylesford Tce/Caroline Springs Bvd (Caroline Springs)",9195
"20280","456,426",144.749309,"2",-37.749436,"Earlington Bvd/Westwood Dr (Burnside)",6451
"27871","462",144.73019,"2",-37.747799,"Grampians Way/The Parkway (Caroline Springs)",8307
"27880","462",144.730227,"2",-37.7477,"Grampians Way/The Parkway (Caroline Springs)",8317
"6749","460,462,215",144.736618,"2",-37.747643,"Christ the Priest PS/Caroline Springs Bvd (Caroline Springs)",11232
"3246","456,426",144.748798,"2",-37.74757,"Rockbank Middle Rd/Westwood Dr (Burnside)",12722
"2533","460,462,215",144.736882,"2",-37.747558,"Christ the Priest PS/Caroline Springs Bvd (Caroline Springs)",9196
"27870","462",144.733274,"2",-37.747524,"Springlake Ave/Bridgewater Tce (Caroline Springs)",8306
"20282","456,426",144.748939,"2",-37.747401,"Rockbank Middle Rd/Westwood Dr (Burnside)",6452
"27881","462",144.73337,"2",-37.747373,"Caroline Springs Bvd/Bridgewater Tce (Caroline Springs)",8318
"2538","456",144.745274,"2",-37.746628,"Mockridge Ave/Rockbank Middle Rd (Caroline Springs)",9201
"6754","456",144.745741,"2",-37.746601,"Mockridge Ave/Rockbank Middle Rd (Caroline Springs)",12997
"6753","456",144.74149,"2",-37.745673,"Lanaghan Ave/Rockbank Middle Rd (Caroline Springs)",12996
"2537","456",144.741082,"2",-37.745665,"Lanaghan Ave/Rockbank Middle Rd (Caroline Springs)",9200
"6750","460,215",144.735125,"2",-37.745632,"Brookside Recreation Reserve/Caroline Springs Bvd (Caroline Springs)",11234
"2534","460,215",144.735388,"2",-37.745583,"Brookside Recreation Reserve/Caroline Springs Bvd (Caroline Springs)",9197
"51876","426",144.749317,"2",-37.745047,"Lexington Dr/Westwood Dr (Burnside)",10397
"51865","426",144.749141,"2",-37.744864,"Lexington Dr/Westwood Dr (Burnside)",10387
"6752","456",144.73923,"2",-37.744242,"Hughes Ave/Rockbank Middle Rd (Caroline Springs)",12995
"2536","456",144.738711,"2",-37.744141,"Hughes Ave/Rockbank Middle Rd (Caroline Springs)",9199
"46045","456",144.73158,"2",-37.743545,"St Georges Ave/Rockbank Middle Rd (Caroline Springs)",17178
"46041","456",144.731546,"2",-37.743544,"St Georges Ave/Rockbank Middle Rd (Caroline Springs)",17174
"20284","456",144.737778,"2",-37.743466,"Brookside Recreation Reserve/Rockbank Middle Rd (Caroline Springs)",6454
"2535","456",144.736361,"2",-37.74343,"Brookside Recreation Reserve/Rockbank Middle Rd (Caroline Springs)",9198
"51875","426",144.749561,"2",-37.743367,"Fydler Ave/Westwood Dr (Burnside)",10396
"46043","456",144.735049,"2",-37.743296,"Lauriston Qy/Rockbank Middle Rd (Caroline Springs)",17176
"51866","426",144.749446,"2",-37.743031,"Fydler Ave/Westwood Dr (Burnside)",10388
"11389","460,215",144.735905,"2",-37.742366,"The Grove/Caroline Springs Bvd (Caroline Springs)",1052
"11366","460,215",144.735804,"2",-37.741968,"The Grove/Caroline Springs Bvd (Caroline Springs)",1033
"51384","460,215",144.739154,"2",-37.737427,"The Crossing/Caroline Springs Bvd (Caroline Springs)",15668
"51873","426",144.748759,"2",-37.736494,"Tenterfield Dr/Westwood Dr (Burnside Heights)",10395
"6234","903,465",144.89912,"1",-37.755042,"Vida St/Buckley St (Aberfeldie)",15378
"6290","467",144.901384,"1",-37.757254,"Beaver St/Alma St (Aberfeldie)",15427
"6911","476",144.89086,"1",-37.748541,"Hoffmans Rd/Mary St (Essendon)",13127
"6249","468,467",144.905998,"1",-37.762283,"Corio St/Waverley St (Moonee Ponds)",15391
"7035","476",144.890768,"1",-37.748593,"Hoffmans Rd/Mary St (Essendon)",15027
"6295","468,467",144.906045,"1",-37.762654,"Corio St/Waverley St (Moonee Ponds)",15432
"6297","467",144.9085,"1",-37.765365,"Norfolk St/Holmes Rd (Moonee Ponds)",15434
"6251","467",144.908553,"1",-37.765465,"Lennox St/Holmes Rd (Moonee Ponds)",15394
"6289","467",144.89876,"1",-37.756919,"Ave Maria College/Alma St (Aberfeldie)",15425
"6100","903,465",144.896215,"1",-37.754611,"Cooper St/Buckley St (Essendon)",13443
"6244","467",144.898758,"1",-37.757009,"Ave Maria College/Alma St (Aberfeldie)",15387
"7036","476",144.889717,"1",-37.748827,"Diamond St/Rosehill Rd (Niddrie)",15028
"6912","476",144.889605,"1",-37.748752,"Diamond St/Rosehill Rd (Niddrie)",13445
"6233","903,465",144.895601,"1",-37.754636,"Fawkner St/Buckley St (Aberfeldie)",15377
"6296","467",144.906293,"1",-37.765127,"Maribyrnong Park/Holmes Rd (Moonee Ponds)",15433
"6250","467",144.906256,"1",-37.765217,"Maribyrnong Park/Holmes Rd (Moonee Ponds)",15393
"6913","476",144.887193,"1",-37.748169,"Rosehill Rd/Garnet St (Niddrie)",13446
"7037","476",144.887113,"1",-37.748203,"Rosehill Rd/Garnet St (Niddrie)",15029
"6099","903,465",144.89376,"1",-37.754324,"Price St/Buckley St (Essendon)",13440
"6232","903,465",144.893825,"1",-37.754433,"Price St/Buckley St (Aberfeldie)",15376
"6307","468",144.905703,"1",-37.765513,"Holmes Rd/Waverley St (Moonee Ponds)",15440
"6260","468",144.905634,"1",-37.76553,"Holmes Rd/Waverley St (Moonee Ponds)",15401
"6243","467",144.89814,"1",-37.759178,"Arthur St/Vida St (Aberfeldie)",15386
"6288","467",144.89809,"1",-37.759358,"Arthur St/Vida St (Aberfeldie)",15424
"6098","903,465",144.891655,"1",-37.754106,"Ogilvie St/Buckley St (Essendon)",13439
"6231","903,465",144.891268,"1",-37.754162,"Batman St/Buckley St (Aberfeldie)",15375
"6241","467",144.897887,"1",-37.760508,"Chisholm St/Vida St (Aberfeldie)",15384
"6287","467",144.897757,"1",-37.760677,"Chisholm St/Vida St (Aberfeldie)",15423
"6097","903,465",144.888973,"1",-37.753815,"Hoffmans Rd/Buckley St (Essendon West)",13438
"6169","903,465",144.888914,"1",-37.753913,"Hoffmans Rd/Buckley St (Aberfeldie)",13783
"6242","467",144.895847,"1",-37.760372,"Fawkner St/Chisholm St (Aberfeldie)",15385
"6261","468",144.90448,"1",-37.768213,"Maribyrnong Park/Orford St (Moonee Ponds)",15402
"6308","468",144.904512,"1",-37.768673,"Maribyrnong Park/Orford St (Moonee Ponds)",15441
"6286","467",144.895802,"1",-37.761984,"Brunel St/Tilba St (Aberfeldie)",15422
"6168","903,465",144.886052,"1",-37.753591,"Bourke St/Buckley St (Essendon West)",13782
"6096","903,465",144.885896,"1",-37.753462,"Garnet St/Buckley St (Essendon West)",13437
"6095","903,465",144.884403,"1",-37.7533,"Prospect St/Buckley St (Essendon West)",13436
"6263","468",144.89841,"1",-37.7697,"Navigator St/Raleigh Rd (Maribyrnong)",15404
"6264","468",144.894269,"1",-37.769211,"Maribyrnong RSL/Raleigh Rd (Maribyrnong)",15405
"6311","468",144.894334,"1",-37.769303,"Maribyrnong RSL/Raleigh Rd (Maribyrnong)",15445
"6265","468",144.891599,"1",-37.768893,"Barb St/Raleigh Rd (Maribyrnong)",15406
"6312","468",144.891257,"1",-37.768932,"Warrs Rd/Raleigh Rd (Maribyrnong)",15446
"6266","468",144.88954,"1",-37.768631,"Randall St/Raleigh Rd (Maribyrnong)",15407
"6313","468",144.889514,"1",-37.76873,"Randall St/Raleigh Rd (Maribyrnong)",15447
"6314","468",144.887066,"1",-37.768992,"Rosamond Rd/Raleigh Rd (Maribyrnong)",15448
"7332","407,406",144.883931,"1",-37.769441,"Wests Rd/Raleigh Rd (Maribyrnong)",9609
"9170","407,406",144.883719,"1",-37.769329,"Wests Rd/Raleigh Rd (Maribyrnong)",17441
"9171","407,406",144.877975,"1",-37.768928,"Central Park Ave/Cordite Ave (Maribyrnong)",17442
"7334","407,406",144.877825,"1",-37.769015,"Central Park Ave/Cordite Ave (Maribyrnong)",9610
"4720","423,422",144.766298,"2",-37.751345,"Aycliffe Dr/Neale Rd (Deer Park)",14908
"4916","423,422",144.765718,"2",-37.751388,"Aycliffe Dr/Neale Rd (Deer Park)",14601
"47536","423",144.775019,"2",-37.7599,"Porter Ct/Billingham Rd (Deer Park)",15312
"47535","423",144.774344,"2",-37.759716,"Little St/Billingham Rd (Deer Park)",15311
"4997","422",144.775221,"2",-37.762616,"Station Rd/Dumfries St (Deer Park)",16107
"47583","422,420",144.776116,"2",-37.763832,"Sassella Park/Station Rd (Cairnlea)",17269
"4928","423,422",144.762254,"2",-37.751476,"Chester Cres/Tamar Dr (Deer Park)",14606
"4719","423,422",144.762075,"2",-37.751373,"Neale Rd/Tamar Dr (Deer Park)",14898
"20067","423,422",144.770702,"2",-37.75926,"Murphy St/Billingham Rd (Deer Park)",6324
"7214","423,422",144.770686,"2",-37.759413,"Murphy St/Billingham Rd (Deer Park)",16783
"4707","422,420",144.775561,"2",-37.764173,"Sassella Park/Station Rd (Deer Park)",13289
"4992","423,422",144.768949,"2",-37.759055,"Birchwood Bvd/Billingham Rd (Deer Park)",16104
"7213","423,422",144.768966,"2",-37.759254,"Stevenston St/Billingham Rd (Deer Park)",16782
"4996","422",144.772224,"2",-37.762271,"Blackley Ct/Dumfries St (Deer Park)",16106
"4987","423,422",144.761915,"2",-37.753308,"Aycliffe Dr/Tamar Dr (Deer Park)",16098
"4718","423,422",144.761704,"2",-37.753133,"Aycliffe Dr/Tamar Dr (Deer Park)",14887
"4709","422",144.771688,"2",-37.762351,"Kynoch St/Dumfries St (Deer Park)",13290
"7135","422",144.769963,"2",-37.761589,"Dumfries St/Winnington St (Deer Park)",16227
"4713","422",144.769784,"2",-37.761495,"Dumfries St/Winnington St (Deer Park)",13317
"4998","422,420",144.775436,"2",-37.767207,"Trinacria Ct/Station Rd (Deer Park)",16108
"4706","422,420",144.775086,"2",-37.76712,"Trinacria Ct/Station Rd (Deer Park)",13287
"4714","423,422",144.766176,"2",-37.759562,"VUSC Deer Park Campus/Billingham Rd (Deer Park)",13326
"4991","423,422",144.76603,"2",-37.759505,"VUSC Deer Park Campus/Billingham Rd (Deer Park)",16103
"4710","422",144.770812,"2",-37.763939,"Welwyn Pde/Runcorn Cres (Deer Park)",13293
"4995","422",144.770629,"2",-37.763971,"Welwyn Pde/Runcorn Cres (Deer Park)",16105
"20066","422",144.768393,"2",-37.762064,"Salmond St/Dumfries St (Deer Park)",6323
"4989","423,422",144.763677,"2",-37.75809,"Leighton Cres/Tamar Dr (Deer Park)",16100
"4990","423,422",144.764826,"2",-37.759148,"Billingham Rd/Tamar Dr (Deer Park)",16102
"4717","423,422",144.760826,"2",-37.75554,"Peterborough Cres/Tamar Dr (Deer Park)",14877
"4712","422",144.768139,"2",-37.762212,"Dumfries St SC/Dumfries St (Deer Park)",13309
"4988","423,422",144.760991,"2",-37.755696,"Redditch Cres/Tamar Dr (Deer Park)",16099
"20205","423,422",144.764699,"2",-37.759218,"Billingham Rd/Tamar Dr (Deer Park)",6412
"4715","423,422",144.763527,"2",-37.758169,"Leighton Cres/Tamar Dr (Deer Park)",13330
"4716","423,422",144.761901,"2",-37.756759,"Warrington Cres/Tamar Dr (Deer Park)",14867
"4705","422,420",144.774748,"2",-37.76933,"Ballarat Rd/Station Rd (Deer Park)",12963
"1425","426,456,215",144.771731,"2",-37.769606,"Miles St/Ballarat Rd (Deer Park)",3490
"3258","426,456,215",144.770933,"2",-37.769709,"Miles St/Ballarat Rd (Deer Park)",12732
"20283","426,456,215",144.768575,"2",-37.768465,"St Peter Chanel/Ballarat Rd (Deer Park)",6453
"3257","426,456,215",144.768833,"2",-37.768957,"St Peter Chanel/Ballarat Rd (Deer Park)",12731
"1419","426,456,215",144.755364,"2",-37.756752,"Torowatta Pl/Westwood Dr (Burnside)",3449
"3250","426,456,215",144.75528,"2",-37.756912,"Torowatta Pl/Westwood Dr (Burnside)",12726
"3256","426,456,215",144.766527,"2",-37.767886,"Hogan St/Ballarat Rd (Deer Park)",12730
"1423","426,456,215",144.763984,"2",-37.766378,"Avon Cl/Ballarat Rd (Deer Park)",3487
"1420","426,456,215",144.755438,"2",-37.759195,"Burnside Hub Shopping Centre/Westwood Dr (Burnside)",3460
"3255","426,456,215",144.762943,"2",-37.766268,"Carroll St/Ballarat Rd (Deer Park)",12729
"3251","426,456,215",144.755238,"2",-37.759426,"Burnside Hub Shopping Centre/Westwood Dr (Burnside)",12727
"3254","426,456,215",144.759886,"2",-37.764876,"Kunat St/Ballarat Rd (Deer Park)",12728
"1422","426,456,215",144.758509,"2",-37.76385,"Allandale Dr/Ballarat Rd (Deer Park)",3478
"1421","426,215",144.755671,"2",-37.762354,"Westwood Dr/Western Hwy (Burnside)",3468
"47616","407,406",144.872783,"1",-37.769447,"Canning Reserve/Canning St (Maribyrnong)",17305
"47615","407,406",144.871106,"1",-37.769723,"Canning Reserve/Canning St (Avondale Heights)",17304
"9925","406",144.865178,"1",-37.769427,"Riverside Ave/Military Rd (Avondale Heights)",11877
"10784","406",144.86507,"1",-37.769623,"Riverside Ave/Military Rd (Avondale Heights)",364
"10783","406",144.864029,"1",-37.767126,"Alexander St/Military Rd (Avondale Heights)",363
"9924","406",144.864037,"1",-37.766865,"Alexander St/Military Rd (Avondale Heights)",11876
"10782","406",144.86242,"1",-37.763474,"Westminster Dr/Military Rd (Avondale Heights)",362
"8440","406",144.862457,"1",-37.76297,"Macey Ave/Military Rd (Avondale Heights)",15904
"9175","407",144.857254,"1",-37.769418,"Canning St/Herbert St (Avondale Heights)",17446
"7338","407",144.857142,"1",-37.769362,"Riverside Ave/Herbert St (Avondale Heights)",9613
"8439","406",144.861529,"1",-37.760926,"Somerset St/Military Rd (Avondale Heights)",15902
"10781","406",144.861348,"1",-37.760904,"Ridley Ave/Military Rd (Avondale Heights)",361
"9176","407",144.857746,"1",-37.766913,"Robson Ave/Herbert St (Avondale Heights)",17447
"7339","407",144.857596,"1",-37.766613,"Robson Ave/Herbert St (Avondale Heights)",9614
"9178","407",144.859735,"1",-37.762128,"Avondale Heights Reserve/Doyle St (Avondale Heights)",17449
"7341","407",144.859675,"1",-37.762235,"Avondale Heights Reserve/Doyle St (Avondale Heights)",9617
"9177","407",144.858491,"1",-37.764313,"Rogerson St/Lancaster Ave (Avondale Heights)",17448
"7340","407",144.858279,"1",-37.764183,"Rogerson St/Lancaster Ave (Avondale Heights)",9616
"8438","406",144.86044,"1",-37.758121,"Davis Ave/Military Rd (Avondale Heights)",15901
"9179","407",144.858593,"1",-37.761161,"Skewes St/Ridley Ave (Avondale Heights)",17450
"7343","407",144.858083,"1",-37.761133,"Ridley Ave/Skewes St (Avondale Heights)",9618
"9180","407",144.857388,"1",-37.759255,"Davis Ave/Skewes St (Avondale Heights)",17452
"7344","407",144.85699,"1",-37.758509,"Holden Ave/Skewes St (Avondale Heights)",9619
"9181","407",144.856753,"1",-37.757676,"Holden Ave/Skewes St (Avondale Heights)",17453
"7345","407",144.856107,"1",-37.756456,"Mountain View Ave/Skewes St (Avondale Heights)",9620
"7346","407",144.856223,"1",-37.755206,"North Rd/Doyle St (Avondale Heights)",9621
"9182","407",144.856213,"1",-37.755143,"Mountain View Ave/Doyle St (Avondale Heights)",17454
"47556","408",144.84221,"1,2",-37.76872,"Northumberland Park/Northumberland Rd (Sunshine North)",15333
"47550","408",144.84225,"1,2",-37.76772,"Bedser St/Northumberland Rd (Sunshine North)",15328
"47555","408",144.842671,"1,2",-37.766124,"Ball St/Northumberland Rd (Sunshine North)",15332
"47549","408",144.842005,"1,2",-37.765589,"Simpson St/Berkshire Rd (Sunshine North)",15326
"47548","408",144.841827,"1,2",-37.765478,"Simpson St/Berkshire Rd (Sunshine North)",15325
"47546","408",144.837358,"1,2",-37.764972,"Westmoreland Rd/Berkshire Rd (Sunshine North)",15323
"47547","408",144.837163,"1,2",-37.76505,"Westmoreland Rd/Berkshire Rd (Sunshine North)",15324
"47545","408",144.832953,"1,2",-37.764603,"Berry St/Berkshire Rd (Sunshine North)",15322
"47544","408",144.832978,"1,2",-37.764504,"Berry St/Berkshire Rd (Sunshine North)",15321
"9236","903",144.830425,"1,2",-37.76835,"Warwick Rd/McIntyre Rd (Sunshine North)",14197
"7923","903",144.830331,"1,2",-37.768069,"Warwick Rd/McIntyre Rd (Sunshine North)",16261
"9237","903",144.830907,"1,2",-37.765863,"Gee St/McIntyre Rd (Sunshine North)",14198
"7924","903",144.830803,"1,2",-37.76551,"Gee St/McIntyre Rd (Sunshine North)",16262
"40904","903",144.831773,"1,2",-37.761067,"Cromer Ave/McIntyre Rd (Sunshine North)",14052
"40937","903",144.831705,"1,2",-37.760696,"Cromer Ave/McIntyre Rd (Sunshine North)",15139
"9238","408",144.829883,"1,2",-37.762447,"Mansfield Ave/Furlong Rd (Sunshine North)",14199
"7925","408",144.829754,"1,2",-37.762561,"Mansfield Ave/Furlong Rd (Sunshine North)",16263
"40903","903",144.832322,"1,2",-37.757833,"Munro Ave/McIntyre Rd (Sunshine North)",14051
"40938","903",144.832213,"1,2",-37.757686,"Munro Ave/McIntyre Rd (Sunshine North)",15459
"40902","903",144.832729,"1,2",-37.75556,"Whitehill Ave/McIntyre Rd (Sunshine North)",14050
"40939","903",144.832681,"1,2",-37.754865,"Whitehill Ave/McIntyre Rd (Sunshine North)",15460
"7926","408",144.828081,"1,2",-37.762332,"Ford Ave/Furlong Rd (Sunshine North)",16264
"11398","223",144.883748,"1",-37.785442,"Delacey St/Rosamond Rd (Maidstone)",1062
"40697","409",144.897635,"1",-37.78543,"Bracken Ave/Edgewater Bvd (Maribyrnong)",12343
"10788","406",144.890567,"1",-37.785222,"Birdwood St/Gordon St (Maribyrnong)",368
"40705","409",144.894384,"1",-37.785146,"Jacks Way/Edgewater Bvd (Maribyrnong)",12353
"40698","409",144.895066,"1",-37.785122,"Jacks Way/Edgewater Bvd (Maribyrnong)",12344
"40704","409",144.892279,"1",-37.784892,"Edgewater SC/Edgewater Bvd (Maribyrnong)",12352
"5779","472",144.905499,"1",-37.784795,"Kingston Ave/Fisher Pde (Ascot Vale)",18373
"40699","409",144.891751,"1",-37.784703,"Edgewater SC/Edgewater Bvd (Maribyrnong)",12345
"6007","472",144.905427,"1",-37.784532,"Kingston Ave/Fisher Pde (Ascot Vale)",13385
"9941","406",144.890899,"1",-37.784309,"Monash St/Gordon St (Maribyrnong)",13483
"10787","406",144.887425,"1",-37.783508,"Prince St/Mitchell St (Maribyrnong)",367
"11373","223",144.884031,"1",-37.783474,"Mitchell St/Rosamond Rd (Maribyrnong)",1041
"9940","406",144.887066,"1",-37.783339,"Rowe St/Mitchell St (Maribyrnong)",13482
"10786","406",144.884775,"1",-37.783244,"Rosamond Rd/Mitchell St (Maribyrnong)",366
"9939","406",144.884756,"1",-37.783135,"Valnere St/Mitchell St (Maribyrnong)",13480
"51583","406",144.880499,"1",-37.782707,"Havelock St/Mitchell St (Maidstone)",16996
"11397","223",144.88427,"1",-37.78264,"Mitchell St/Rosamond Rd (Maribyrnong)",1061
"51584","406",144.876535,"1",-37.782357,"Raglan St/Mitchell St (Maidstone)",16997
"5777","472",144.907283,"1",-37.781934,"Elliott St/Chauvel St (Ascot Vale)",18371
"6005","472",144.906849,"1",-37.78162,"Monash St/Chauvel St (Ascot Vale)",13383
"40703","409",144.891299,"1",-37.781432,"Macedon St/Gordon St (Maribyrnong)",12351
"11372","223",144.884351,"1",-37.781407,"Pridham St/Rosamond Rd (Maribyrnong)",1040
"40700","409",144.891524,"1",-37.781094,"Lyric St/Gordon St (Maribyrnong)",12348
"11395","406,223",144.884604,"1",-37.780889,"Marsh St/Rosamond Rd (Maribyrnong)",1059
"6004","472",144.906771,"1",-37.780348,"All Saints Anglican Church/Charles St (Ascot Vale)",13382
"5776","472",144.907022,"1",-37.780334,"James St/Charles St (Ascot Vale)",18370
"9938","406",144.880334,"1",-37.77974,"Smith St/Emu Rd (Maidstone)",13479
"11371","223",144.88471,"1",-37.779566,"Lindenow St/Rosamond Rd (Maribyrnong)",1039
"11394","223",144.884978,"1",-37.77894,"River St/Rosamond Rd (Maribyrnong)",1058
"11370","223",144.88525,"1",-37.776566,"Williamson Rd/Rosamond Rd (Maribyrnong)",1038
"40701","409",144.887648,"1",-37.776086,"Highpoint SC/Aquatic Dr (Maribyrnong)",12349
"40702","409",144.887308,"1",-37.776044,"Highpoint SC/Aquatic Dr (Maribyrnong)",12350
"43871","406,408,215",144.880201,"1",-37.775646,"Williamson Rd/Hampstead Rd (Maribyrnong)",12631
"7901","406,408,215",144.883943,"1",-37.775416,"Rosamond Rd/Williamson Rd (Maribyrnong)",15768
"9214","406,408,215",144.883584,"1",-37.775265,"16 Williamson Rd (Maribyrnong)",17484
"9215","408,406",144.881775,"1",-37.77498,"Hampstead Rd/Williamson Rd (Maidstone)",17485
"18474","408",144.887828,"1",-37.773323,"Highpoint SC/Rosamond Rd (Maribyrnong)",5897
"18473","406",144.887683,"1",-37.773257,"Highpoint SC/Rosamond Rd (Maribyrnong)",5896
"18472","406",144.887481,"1",-37.773172,"Highpoint SC/Rosamond Rd (Maribyrnong)",5895
"18471","409",144.887257,"1",-37.77306,"Highpoint SC/Rosamond Rd (Maribyrnong)",5894
"18475","223",144.888086,"1",-37.773048,"Highpoint SC/Rosamond Rd (Maribyrnong)",5898
